title	doi	pagerank
Proposal of Research Model for the Detection of COVID-19 among Asymptomatic Carriers	10.1055/s-0040-1712936	8.07E-05
Bacterial Pneumonia and Lung Abscess	10.1016/b978-1-4557-3383-5.00033-6	8.07E-05
SARS-CoV-2 proteins exploit host's genetic and epigenetic mediators for the annexation of key host signaling pathways that 2 confers its immune evasion and disease pathophysiology	10.1101/2020.05.06.050260	8.07E-05
"Epidemiology and Infection From the Field Outbreak of COVID-19 in a family, Wenzhou, China"	10.1017/s0950268820001089	8.07E-05
Evidence for possible association of vitamin D status with cytokine storm and unregulated inflammation in COVID-19 patients	10.1007/s40520-020-01677-y	8.07E-05
Modeling the Heterogeneity of Dengue Transmission in a City	10.3390/ijerph15061128	8.07E-05
Text (1461/1600)	10.1101/2020.06.16.20132985	8.07E-05
nan	10.1093/occmed/kqaa048	8.07E-05
"Blockage of indoleamine 2,3-dioxygenase regulates Japanese encephalitis via enhancement of type I/II IFN innate and adaptive T-cell responses"	10.1186/s12974-016-0551-5	8.07E-05
Clinical and Molecular Epidemiology of Human Parainfluenza Viruses 1-4 in Children from Viet Nam	10.1038/s41598-018-24767-4	8.07E-05
The characteristics of hDPP4 transgenic mice subjected to aerosol MERS coronavirus infection via an animal nose-only exposure device	10.1002/ame2.12088	8.07E-05
"Signature of the State measures on the COVID-19 Pandemic in China, Italy, and USA"	10.1101/2020.04.08.20057489	8.07E-05
nan	10.1016/j.intcar.2020.100003	8.07E-05
Animal Models of Human Viral Diseases	10.1016/b978-0-12-415894-8.00038-5	8.07E-05
nan	10.1111/anae.15128	8.07E-05
IMMUNE SURVEILLANCE IN THE SKIN: MECHANISMS AND CLINICAL CONSEQUENCES	10.1038/nri1310	8.07E-05
What the Paediatrician Needs to Know When Pandemic Influenza Arrives in Clinical Practice	10.1007/978-0-387-73960-1_13	8.07E-05
nan	10.7759/cureus.9884	8.07E-05
Journal Pre-proof Could sudden sensorineural hearing loss be the sole manifestation of COVID-19? An investigation into SARS-COV-2 in the etiology of sudden sensorineural hearing loss Could sudden sensorineural hearing loss be the sole manifestation of COVID-19? An investigation into SARS-COV-2 in the etiology of sudden sensorineural hearing loss	10.1016/j.ijid.2020.06.023	8.07E-05
"Journal Pre-proofs COVID-19 associated atrial fibrillation: Incidence, putative mechanisms and potential clinical implications COVID-19 associated atrial fibrillation: Incidence, putative mechanisms and potential clinical implications"	10.1016/j.ijcha.2020.100631	8.07E-05
Comprehensive review of coronavirus disease 2019 (COVID-19)	10.1016/j.bj.2020.05.023	8.07E-05
Viroses Causing Common Respiratory Infections in Man. III. Respiratory Syncytial Viroses and Coronavimses	10.1093/infdis/128.5.674	8.07E-05
nan	10.1016/b978-012370466-5.50009-1	8.07E-05
Preventive strategy for the clinical treatment of hip fractures in the elderly during the COVID-19 outbreak: Wuhan's experience	10.18632/aging.103201	8.07E-05
nan	10.1016/j.jinf.2020.03.015	8.07E-05
HIP HIP International Primary and Revision	10.1177/1120700020941232	8.07E-05
The Social and Economic Factors Underlying the Impact of COVID-19 Cases and Deaths in US Counties	10.1101/2020.05.04.20091041	8.07E-05
"A hospital cluster combined with a family cluster of avian influenza H7N9 infection in Anhui Province, China"	10.1016/j.jinf.2019.05.008	8.07E-05
Journal Pre-proof The effect of preventing subclinical transmission on the containment of COVID-19: Mathematical modeling and experience in Taiwan The effect of preventing subclinical transmission on the containment of COVID-19: mathematical modeling and experience in Taiwan	10.1016/j.cct.2020.106101	8.07E-05
Significance of geographical factors to the COVID-19 outbreak in India	10.1007/s40808-020-00838-2	8.07E-05
Political will and international collaborative frameworks in infectious diseases	10.1111/ijcp.12489	8.07E-05
The Ebola epidemic is ongoing in West Africa and responses from China are positive	10.1186/s40779-015-0031-8	8.07E-05
Food Safety: Emerging Pathogens	10.1016/b978-0-444-52512-3.00049-8	8.07E-05
Universal Testing for COVID-19 in Essential Orthopaedic Surgery Reveals a High Percentage of Asymptomatic Infections.	10.2106/jbjs.20.01053	8.07E-05
A Computational Approach to Design Potential siRNA Molecules as a Prospective Tool for Silencing Nucleocapsid Phosphoprotein and 2 Surface Glycoprotein Gene of SARS-CoV-2 3 4	10.1101/2020.04.10.036335	8.07E-05
Volume 16(3) Molecular docking and dynamics simulation of FDA approved drugs with the main protease from 2019 novel coronavirus	10.6026/97320630016236	8.07E-05
Clinical Aspects of Bronchial Reactivity and Cell-Virus Interaction	10.1016/b978-012491543-5/50087-5	8.07E-05
"Sentinel Case of COVID-19 at Fort Stewart, GA in a National Guard Soldier Participating in Annual Training: A Case Report"	10.1093/milmed/usaa144	8.07E-05
Estimating the probability of New Zealand regions being free from COVID-19 using a stochastic SEIR model	10.1101/2020.04.20.20073304	8.07E-05
Management for patients with pediatric surgical disease during the COVID-19 epidemic	10.1007/s00383-020-04656-6	8.07E-05
"Efficacy Evaluation of Early, Low-Dose, Short-Term Corticosteroids in Adults Hospitalized with Non- Severe COVID-19 Pneumonia: A Retrospective Cohort Study"	10.1007/s40121-020-00332-3	8.07E-05
Influenza Virus: A Brief Overview	10.1007/s40011-011-0009-6	8.07E-05
"Estimating the ascertainment rate of SARS-CoV-2 infection in Wuhan, China: implications for management of the global outbreak"	10.1101/2020.03.24.20042218	8.07E-05
0123456789) 1 3 Journal of Community Health	10.1007/s10900-020-00839-3	8.07E-05
nan	10.12669/pjms.324.10038	8.07E-05
Optimal strategies for quarantine stopping in France -General expected patterns of strategies focusing on contact between age groups	10.1101/2020.04.21.20073932	8.07E-05
Impact of Severe Acute Respiratory Syndrome (SARS) on Blood Services and Blood in Hong Kong in 2003	10.1111/tme.12698	8.07E-05
"Epidemiological characteristics of confirmed COVID-19 in Guizhou province, China"	10.1017/dmp.2020.134	8.07E-05
Journal Pre-proof Clinical features of COVID-19 and influenza: A comparative study on Nord Franche- Comte cluster Title page Clinical features of COVID-19 and influenza: A comparative study on Nord 2 Franche-Comte cluster 3 Contact information	10.1016/j.micinf.2020.05.016	8.07E-05
"Your Health Essential for Your Hajj: Muslim pilgrims' knowledge, attitudes and practices regarding Middle East respiratory syndrome coronavirus (MERS-CoV) during Hajj season"	10.1016/j.jiac.2017.01.006	8.07E-05
"Epidemiologic Characteristics of COVID-19 in Guizhou, China Affiliations: Guizhou Center for Disease Control and Prevention Abstract"	10.1101/2020.03.01.20028944	8.07E-05
"Severe Acute Respiratory Syndrome (SARS) and the GDP. Part I : Epidemiology, virology, pathology and general health issues"	10.1038/sj.bdj.4811469	8.07E-05
Cell-Based Hepatitis C Virus Infection Fluorescence Resonance Energy Transfer (FRET) Assay for Antiviral Compound Screening	10.1002/9780471729259.mc1705s18	8.07E-05
Timed intervention in COVID-19 and panic buying	10.1016/j.jretconser.2020.102203	8.07E-05
Radiographic and CT Features of Viral Pneumonia	10.1148/rg.2020200097	8.07E-05
Early Days of Food and Environmental Virology	10.1007/s12560-010-9024-7	8.07E-05
HUSBANDRY AND MANAGEMENT OF NEW WORLD SPECIES PRIMATE MANAGEMENT Husbandry and Management of New World Species: Marmosets and Tamarins Animals and natural habitat	10.1016/b978-012080261-6/50010-6	8.07E-05
A COVID-19 testing and triage algorithm for psychiatric units: One hospital's response to the New York region's pandemic	10.1016/j.psychres.2020.113244	8.07E-05
Emerging and Re-Emerging Infectious Diseases: Review of General Contributing Factors and of West Nile Virus	10.1053/j.spid.2004.08.001	8.07E-05
Applying the SEIR Model in Forecasting The COVID-19 Trend in Malaysia: A Preliminary Study 2 3 4 5	10.1101/2020.04.14.20065607	8.07E-05
"Journal Pre-proof Potential inhibitors of the interaction between ACE2 and SARS- CoV-2 (RBD), to develop a drug Potential inhibitors of the interaction between ACE2 and SARS-CoV-2 (RBD), to develop a drug"	10.1016/j.lfs.2020.117970	8.07E-05
NCI-H292 as an alternative cell line for the isolation and propagation of the human paramyxoviruses	10.1007/bf01310536	8.07E-05
Journal Pre-proof How mobility habits influenced the spread of the COVID-19 pandemic: Results from the Italian case study How mobility habits influenced the spread of the COVID-19 pandemic: results from the Italian case study	10.1016/j.scitotenv.2020.140489	8.07E-05
When will the battle against novel coronavirus end in Wuhan: a SEIR modeling analysis	10.1101/2020.02.16.20023804	8.07E-05
Respiratory System Diseases of Nonhuman Primates Chapter Outline	10.1016/b978-0-12-381366-4.00009-2	8.07E-05
nan	10.1177/1010539520929223	8.07E-05
nan	10.1007/s11357-020-00218-9	8.07E-05
Clinical Progression and Cytokine Profiles of Middle East Respiratory Syndrome Coronavirus Infection	10.3346/jkms.2016.31.11.1717	8.07E-05
Which Measures are Effective in Containing COVID-19? --Empirical Research Based on Prevention and Control Cases in China	10.1101/2020.03.28.20046110	8.07E-05
COVID-19 and cataract surgery backlog in Medicare beneficiaries Design: Epidemiologic modeling	10.1097/j.jcrs.0000000000000337	8.07E-05
Journal Pre-proof Potential neurological effects of severe COVID-19 infection Potential neurological effects of severe COVID-19 infection Highlights	10.1016/j.neures.2020.06.009	8.07E-05
nan	10.1016/b978-0-7020-2827-4.50014-0	8.07E-05
Bacteremia and Blood Culture Utilization During COVID-19 Surge in New York City	10.1101/2020.05.05.20080044	8.07E-05
0123456789) 1 3 Journal of Community Health	10.1007/s10900-020-00882-0	8.07E-05
Journal Pre-proof The Cruise Industry and the COVID-19 Outbreak The Cruise Industry and the COVID-19 Outbreak	10.1016/j.trip.2020.100136	8.07E-05
Effective and Compassionate Quarantine or Isolation of Older Adults with Dementia in Nursing Homes	10.1016/j.jagp.2020.04.025	8.07E-05
Adult congenital heart disease and the COVID-19 pandemic	10.1136/heartjnl-2020-317258	8.07E-05
A handheld point-of-care system for rapid detection of SARS-CoV-2 in under 20 minutes	10.1101/2020.06.29.20142349	8.07E-05
"Animal infection studies of two recently discovered African bat paramyxoviruses, Achimota 1 and Achimota 2 OPEN"	10.1038/s41598-018-31193-z	8.07E-05
Virus Transmission and Epidemiology	10.1016/b978-0-12-800947-5.00005-3	8.07E-05
Mathematical Model to Study Early COVID-19 Transmission Dynamics in Sri Lanka	10.1101/2020.04.27.20082537	8.07E-05
Reemergence of an Unusual Disease: The Chikungunya Epidemic	10.1053/j.spid.2006.04.009	8.07E-05
COVID-19 Pandemic: Applying a Multi-Systemic Lens	10.1111/famp.12584	8.07E-05
Journal Pre-proof A review of potential treatments to date in COVID-19 patients according to the stage of the disease A review of potential treatments to date in COVID-19 patients according to the stage of the disease	10.1016/j.retram.2020.05.004	8.07E-05
BMC Infectious Diseases A super-spreading ewe infects hundreds with Q fever at a farmers' market in Germany	10.1186/1471-2334-6-147	8.07E-05
"The Effect of School Closure on Hand, Foot, and Mouth Disease Transmission in Singapore: A Modeling Approach"	10.4269/ajtmh.18-0099	8.07E-05
The Role of Adenovirus in Respiratory Tract Infections	10.1007/s11908-010-0084-5	8.07E-05
"Journal Pre-proof Herbal Medicine for the management of COVID-19 during the medical observation period: A review of guidelines Lin Ang (Methodology) (Writing -original draft), Hye Won Lee (Conceptualization) (Data curation) (Writing -original draft), Anna Kim (Methodology) (Data curation) (Writing -review and editing), Myeong Soo Lee (Conceptualization) (Writing -review and editing) (Supervision) Herbal Medicine for the management of COVID-19 during the medical observation period: A review of guidelines"	10.1016/j.imr.2020.100465	8.07E-05
Managing Emerging Infectious Diseases: Should Travel Be the Fifth Vital Sign?	10.7326/m20-0643	8.07E-05
Emerging infections in animals-potential new zoonoses?	10.1016/j.cll.2004.05.001	8.07E-05
4 Intestinal Viruses	10.1016/b0-72-160422-6/50016-4	8.07E-05
Development and potential usefulness of the COVID-19 Ag Respi-Strip® diagnostic assay in a pandemic context	10.1101/2020.04.24.20077776	8.07E-05
Mathematical model of COVID-19 spread in Turkey and South Africa	10.1101/2020.05.08.20095588	8.07E-05
PROGRESSION OF COVID-19 IN INDIAN STATES - FORECASTING ENDPOINTS USING SIR AND LOGISTIC GROWTH MODELS	10.1101/2020.05.15.20103028	8.07E-05
Journal Pre-proof Advances in the Relationship Between Coronavirus Infection and Cardiovascular Diseases Advances in the Relationship Between Coronavirus Infection and Cardiovascular Diseases	10.1016/j.biopha.2020.110230	8.07E-05
Category C Potential Bioterrorism Agents and Emerging Pathogens	10.1016/j.idc.2006.03.003	8.07E-05
nan	10.1016/j.jen.2015.01.001	8.07E-05
nan	10.3947/ic.2019.51.2.119	8.07E-05
Chapter 3 Pulmonary Infections in the Normal Host	10.1016/b978-0-323-02790-8.00003-2	8.07E-05
Retrospective screening of routine respiratory samples revealed undetected community transmission and missed intervention opportunities for SARS-CoV-2 in the United Kingdom	10.1101/2020.08.18.20174623	8.07E-05
"TITLE PAGE ORIGINAL ARTICLE Evaluation Of DermatologyConsultationsInTheEra Of COVID19 RunningHead: DermatologyConsultationsInTheEra Of COVID19 Author indexing: Temiz SA, Dursun R, Daye M, Ataseven A"	10.1111/dth.13642	8.07E-05
Preparedness is Essential for Western Pacific Islands During the COVID-19 Pandemic	10.1017/dmp.2020.102	7.99E-05
nan	10.4103/ijoem.ijoem_49_20	7.88E-05
Basic Reproduction Rate and Case Fatality Rate of COVID-19: Application of Meta-analysis	10.1101/2020.05.13.20100750	7.76E-05
nan	10.1101/2020.02.24.20027474	7.60E-05
Clinical Pathway for Early Diagnosis of COVID-19: Updates from Experience to Evidence-Based Practice	10.1007/s12016-020-08792-8	7.60E-05
Emergence of deadly severe acute respiratory syndrome coronavirus-2 during 2019-2020	10.1007/s13337-020-00575-1	7.58E-05
Changes in RT-PCR test results and symptoms during the menstrual cycle of female individuals infected with SARS-CoV-2: Report of two cases	10.1002/jmv.26275	7.58E-05
The life in Japan and status of private dental office at the times of COVID-19	10.1111/odi.13449	7.58E-05
5 Autoimmune Processes in the Central Nervous System	10.1007/978-0-387-30398-7_15	7.58E-05
Title: Diminishing Marginal Benefit of Social Distancing in Balancing COVID-19 Medical Demand-to-Supply	10.1101/2020.04.09.20059550	7.58E-05
Assessment of Countries' Preparedness and Lockdown Effectiveness in Fighting COVID-19	10.1017/dmp.2020.217	7.58E-05
Emerging coronavirus diseases and future perspectives	10.1007/s13337-020-00590-2	7.58E-05
"Diverse local epidemics reveal the distinct effects of population density, demographics, climate, depletion of susceptibles, and in- tervention in the first wave of COVID-19 in the United States"	10.1101/2020.06.30.20143636	7.58E-05
ARTICLE IN PRESS G Model COVID-19 transmission and blood transfusion: A case report	10.1016/j.jiph.2020.05.001	7.45E-05
COVID-19: Infection prevention and control guidance for all ultrasound practitioners	10.1002/ajum.12210	7.45E-05
Emergence of oscillations in a simple epidemic model with demographic data	10.1098/rsos.191187	7.45E-05
Atmospheric dispersion modelling of bioaerosols that are pathogenic to humans and livestock -A review to inform risk assessment studies	10.1016/j.mran.2015.07.002	7.45E-05
Journal Pre-proof Spiking Pandemic Potential: Structural and Immunological aspects of SARS-CoV-2 Spiking Pandemic Potential: Structural and Immunological aspects of SARS-CoV-2	10.1016/j.tim.2020.05.012	7.45E-05
"Epidemiological characteristics and incubation period of 7,015 confirmed cases with Coronavirus Disease 2019 outside Hubei Province in China"	10.1093/infdis/jiaa211	7.45E-05
"Wrong person, place and time: viral load and contact network structure predict 4 SARS-CoV-2 transmission and super-spreading events 5 6 7"	10.1101/2020.08.07.20169920	7.45E-05
Consecutive yearly outbreaks of respiratory syncytial virus in a haemato-oncology ward and efficacy of infection control measures	10.1016/j.jhin.2017.05.002	7.45E-05
"Challenges of SARS-CoV-2 and lessons learnt from SARS in Guangdong Province, China"	10.1016/j.jcv.2020.104341	7.45E-05
"Journal Pre-proof DIAGNOSTIC IMPACT OF BEDSIDE CHEST X-RAY FEATURES OF 2019 NOVEL CORONAVIRUS IN THE ROUTINE ADMISSION AT THE EMERGENCY DEPARTMENT: CASE SERIES FROM LOMBARDY REGION Ippolito Davide (Conceptualization) (Writing -original draft) (Writing -review and editing) (Supervision) (Project administration), Anna Pecorelli (Formal analysis) (Writing -original draft) (Writing -review and editing) (Project administration), Cesare Maino (Writing - original draft) (Writing -review and editing) (Project administration), Carlo Capodaglio (Investigation) (Resources) (Data curation), Ilaria Mariani (Software) (Investigation) (Resources)<ce:contributor-role>Data Curation), Tersa Giandola (Investigation) (Data curation) (Project administration), Davide Gandola (Investigation) (Data curation), Ilaria Bianco (Investigation), Maria Ragusi (Investigation) (Data curation) (Project administration), Talei Franzesi Cammillo (Methodology) (Project administration), Rocco Corso (Validation), Sironi Sandro (Visualization) (Supervision) DIAGNOSTIC IMPACT OF BEDSIDE CHEST X-RAY FEATURES OF 2019 NOVEL CORONAVIRUS IN THE ROUTINE ADMISSION AT THE EMERGENCY DEPARTMENT: CASE SERIES FROM LOMBARDY REGION Type of Manuscript: Original Manuscript"	10.1016/j.ejrad.2020.109092	7.45E-05
Adaptation of the National Plan for the Prevention and Fight Against Pandemic Influenza to the 2020 COVID-19 Epidemic in France	10.1017/dmp.2020.82	7.45E-05
FALSE-NEGATIVE RESULTS OF INITIAL RT-PCR ASSAYS FOR COVID-19: A SYSTEMATIC REVIEW 1 2 AUTHORS 3	10.1101/2020.04.16.20066787	7.45E-05
Early phase of the COVID-19 outbreak in Hungary and post-lockdown scenarios	10.1101/2020.06.02.20119313	7.45E-05
nan	10.3389/fped.2020.00287	7.45E-05
MODELING LAYERED NON-PHARMACEUTICAL INTERVENTIONS AGAINST SARS-COV-2 IN THE UNITED STATES WITH CORVID A PREPRINT Modeling NPIs against SARS-CoV-2 with Corvid A PREPRINT	10.1101/2020.04.08.20058487	7.43E-05
Journal Pre-proof Title: The Epidemiology of COVID-19 cases and the Successful Containment Strategy in Hong Full name Affiliation	10.1016/j.ijid.2020.06.057	7.36E-05
COVID-19 in Iran: A Deeper Look Into The Future	10.1101/2020.04.24.20078477	7.25E-05
Evaluating Transmission Heterogeneity and Super-Spreading Event of COVID-19 in a Metropolis of China	10.3390/ijerph17103705	7.24E-05
Canine Parvovirus Infections and Other Viral Enteritides	10.1016/b978-1-4377-0795-3.00014-4	7.14E-05
a section of the journal Frontiers in Immunology The Long Road Toward COVID-19 Herd Immunity: Vaccine Platform Technologies and Mass Immunization Strategies	10.3389/fimmu.2020.01817	7.14E-05
Recent apprise on coronavirus and its terrible insinuations	10.1007/s13337-020-00582-2	7.14E-05
Journal Pre-proof Evaluation of COVID-19 epidemic outbreak caused by temporal contact-increase in South Korea Evaluation of COVID-19 epidemic outbreak caused by temporal contact-increase in South Korea	10.1016/j.ijid.2020.05.036	7.14E-05
Journal Pre-proof Title of the paper: OVERVIEW OF COVID-19; ITS PREVENTION AND MANAGEMENT IN THE LIGHT OF UNANI MEDICINE OVERVIEW OF COVID-19; ITS PREVENTION AND MANAGEMENT IN THE LIGHT OF UNANI MEDICINE	10.1016/j.scitotenv.2020.138859	7.14E-05
nan	10.1111/apha.13470	7.14E-05
Mathematical Modelling to Assess the Impact of Lockdown on COVID-19 Transmission in India: Model Development and Validation	10.2196/19368	7.14E-05
Transmission of corona virus disease 2019 during the incubation period may lead to a quarantine loophole	10.1101/2020.03.06.20031955	7.10E-05
NOTES FROM THE FIELD The Virus that Changed Spain: Impact of COVID-19 on People with HIV	10.1007/s10461-020-02877-3	6.99E-05
A Multiscale and Comparative Model for Receptor Binding of 2019 Novel Coronavirus and the Implication of its Life Cycle in Host Cells	10.1101/2020.02.20.958272	6.95E-05
Disparities in Age-Specific Morbidity and Mortality from SARS-CoV-2 in China and the Republic of Korea	10.1093/cid/ciaa354	6.95E-05
Journal Pre-proof Characteristics of Endodontic Emergencies during COVID-19 Outbreak in Wuhan Characteristics of Endodontic Emergencies during COVID-19 Outbreak in Wuhan Characteristics of Endodontic Emergencies during COVID-19 Outbreak in Wuhan	10.1016/j.joen.2020.04.001	6.95E-05
"Spatio-Temporal Patterns of the 2019-nCoV Epidemic at the County Level in Hubei Province, China"	10.3390/ijerph17072563	6.95E-05
The resumption of sports competitions after COVID-19 lockdown: The case of the Spanish football league	10.1016/j.chaos.2020.109964	6.95E-05
Are official confirmed cases and fatalities counts good enough to study the COVID-19 pandemic dynamics? A critical assessment through the case of Italy	10.1007/s11071-020-05761-w	6.83E-05
Current perspective of COVID-19 spread across South Korea: exploratory data analysis and containment of the pandemic	10.1007/s10668-020-00883-y	6.83E-05
"Measles among adults, United States, 1985-1995"	10.4065/79.11.1359	6.83E-05
Strategies to reduce the risk of SARS-CoV-2 re- introduction from international travellers	10.1101/2020.07.24.20161281	6.83E-05
Guidelines for Preventing Infectious Complications among Hematopoietic Cell Transplantation Recipients: A Global Perspective EXECUTIVE COMMITTEE	10.1016/j.bbmt.2009.06.019	6.83E-05
"Estimating the distribution of the incubation period of 2019 novel coronavirus (COVID-19) infection between travelers to Hubei, China and non-travelers"	10.1101/2020.02.13.20022822	6.79E-05
Statistical Explorations and Univariate Timeseries Analysis on COVID-19 Datasets to Understand the Trend of Disease Spreading and Death	10.3390/s20113089	6.74E-05
Title -Dermatological procedures amidst Covid-19: when and how to resume. Title -Dermatology practice amidst corona: when and how to resume	10.1111/dth.13561	6.74E-05
Journal Pre-proof The assessment of transmission efficiency and latent infection period on asymptomatic carriers of SARS-CoV-2 infection Title: The assessment of transmission efficiency and latent infection period on asymptomatic carriers of SARS-CoV-2 infection Running head: Asymptomatic carriers of SARS-CoV-2 infection	10.1016/j.ijid.2020.06.036	6.74E-05
Outbound traffic from Wuhan and COVID-19 incidence Temporal relationship between outbound traffic from Wuhan and the 2019 coronavirus disease (COVID-19) incidence in China	10.1101/2020.03.15.20034199	6.71E-05
nan	10.1101/2020.02.26.20028431	6.68E-05
"Comparison of epidemiological and clinical characteristics of COVID-19 patients with and without Wuhan exposure history in Zhejiang Province, China *"	10.1631/jzus.b2000112	6.62E-05
COVID-19 vaccine development and a potential nanomaterial path forward.	10.1038/s41565-020-0737-y	6.60E-05
Journal Pre-proof Forecasting COVID-19 epidemic in India and high incidence states using SIR and logistic growth models	10.1016/j.cegh.2020.06.006	6.52E-05
Epidemiology and Infection COVID-19: asymptomatic carrier transmission is an underestimated problem	10.1017/s0950268820001235	6.52E-05
Autocatalytic Model for Covid-19 Progression in a Country	10.1101/2020.04.03.20052985	6.52E-05
Organ donation during the coronavirus pandemic: an evolving saga in uncharted waters	10.1111/tri.13614	6.52E-05
Evaluation of the Secondary Transmission Pattern and Epidemic Prediction of COVID-19 in the Four Metropolitan Areas of China	10.3389/fmed.2020.00171	6.52E-05
Journal Pre-proofs Cytochrome P450-mediated drug interactions in COVID-19 patients: current findings and possible mechanisms Cytochrome P450-mediated drug interactions in COVID-19 patients: current findings and possible mechanisms	10.1016/j.mehy.2020.110033	6.52E-05
The impact of contact tracing and household bubbles on deconfinement strategies for COVID-19: an individual-based modelling study	10.1101/2020.07.01.20144444	6.51E-05
Journal Pre-proof Transmission Dynamics and Control Methodology of COVID-19: a Modeling Study	10.1016/j.apm.2020.08.056	6.49E-05
COVID-19 outbreak: succinct advice for dentists and oral healthcare professionals	10.1007/s00784-020-03323-3	6.43E-05
"Epidemiology and predictors of survival of MERS-CoV infections in Riyadh region, 2014-2015"	10.1016/j.jiph.2018.09.008	6.37E-05
SARS-CoV-2: characteristics and current advances in research	10.1186/s12985-020-01369-z	6.33E-05
COVID-19 pandemic scenario in India compared to China and rest of the world: a data driven and model analysis	10.1101/2020.04.20.20072744	6.33E-05
Estimation of effects of contact tracing and mask adoption on COVID- 19 transmission in San Francisco: a modeling study Estimation of effects of contact tracing and mask adoption on COVID-19 trans- mission in San Francisco: a modeling study Estimation of effects of contact tracing and mask adoption on COVID- 19 transmission in San Francisco: a modeling study	10.1101/2020.06.09.20125831	6.33E-05
The incubation period of COVID-19: A rapid systematic review and meta-analysis of observational research	10.1101/2020.04.24.20073957	6.31E-05
"Description of COVID-19 cases along with the measures taken on prevention and control in Zhejiang, China"	10.1002/jmv.25906	6.31E-05
Clinical and Transmission Dynamics Characteristics of 406 Children with Coronavirus Disease 2019 in China: A Review	10.1016/j.jinf.2020.04.030	6.24E-05
"Biological, clinical and epidemiological features of COVID-19, SARS and MERS and AutoDock simulation of ACE2"	10.1186/s40249-020-00691-6	6.21E-05
cancers Cancer and SARS-CoV-2 Infection: Diagnostic and Therapeutic Challenges	10.3390/cancers12061581	6.21E-05
Understanding the Impact of Face Mask Usage Through Epidemic Simulation of Large Social Networks	10.1007/978-3-642-39149-1_8	6.21E-05
Analysis of Epidemic Situation of New Coronavirus Infection at Home and Abroad Based on Rescaled Range (R / S) Method	10.1101/2020.03.15.20036756	6.21E-05
P R E - P R I N T Analyzing changes in respiratory rate to predict the risk of COVID- 19 infection	10.1101/2020.06.18.20131417	6.21E-05
Journal Pre-proof Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery on behalf of the Society of Thoracic Surgery COVID-19 Taskforce	10.1016/j.jtcvs.2020.04.059	6.21E-05
"Risk factors associated with mortality in hospitalized patients with 2 SARS-CoV-2 infection. A prospective, longitudinal, unicenter study in"	10.1101/2020.05.29.122986	6.21E-05
Characteristics of COVID-2019 in areas epidemic from imported cases	10.1007/s00038-020-01434-y	6.21E-05
Characterizing the Transmission Dynamics and Control of Ebola Virus Disease	10.1371/journal.pbio.1002057	6.21E-05
Effectiveness of quarantine measure on transmission dynamics of COVID-19 in Hong Kong	10.1101/2020.04.09.20059006	6.21E-05
Investigation of Some Antiviral N-Heterocycles as COVID 19 Drug: Molecular Docking and DFT Calculations	10.3390/ijms21113922	6.21E-05
Simulating the spread of COVID-19 via a spatially-resolved susceptible-exposed-infected-recovered-deceased (SEIRD) model with heterogeneous diffusion Simulating the spread of COVID-19 via a spatially-resolved susceptible-exposed-infected-recovered-deceased (SEIRD) model with heterogeneous diffusion	10.1016/j.aml.2020.106617	6.21E-05
A mathematical model to investigate the transmission of COVID-19 in the Kingdom of Saudi Arabia	10.1101/2020.05.02.20088617	6.21E-05
"Journal Pre-proofs Spironolactone may provide protection from SARS-CoV-2: Targeting andro- gens, angiotensin converting enzyme 2 (ACE2), and renin-angiotensin-aldos- terone system (RAAS) Spironolactone may provide protection from SARS-CoV-2: Targeting androgens, angiotensin converting enzyme 2 (ACE2), and renin-angiotensin-aldosterone system (RAAS)"	10.1016/j.mehy.2020.110112	6.21E-05
Predicting optimal lockdown period with parametric approach using three-phase maturation SIRD model for COVID-19 pandemic Journal Pre-proof Predicting optimal lockdown period with parametric approach using three-phase maturation SIRD model for COVID-19 pandemic Predicting optimal lockdown period with parametric approach using three-phase maturation SIRD model for COVID-19 pandemic	10.1016/j.chaos.2020.109939	6.21E-05
A Guide to COVID-19: a global pandemic caused by the novel coronavirus SARS-CoV-2	10.1111/febs.15375	6.21E-05
Incidentally discovered COVID-19 in low-suspicion patients-a threat to front line health care workers	10.1007/s10140-020-01792-3	6.21E-05
Plague as a Biological Weapon	10.1007/978-1-4419-1266-4_2	6.21E-05
An overview on COVID-19: reality and expectation	10.1186/s42269-020-00341-9	6.21E-05
English Edition) pandemic on the activity and professionals of a General Surgery and Digestive Surgery Service in a tertiary hospital	10.1016/j.cireng.2020.05.008	6.21E-05
Journal Pre-proof Low-impact social distancing interventions to mitigate local epidemics of SARS-CoV-2 Title: 1 Low-impact social distancing interventions to mitigate local epidemics of SARS-CoV-2 Authors: 4	10.1016/j.micinf.2020.09.006	6.21E-05
Time Course of COVID-19 Cases in Austria	10.3390/ijerph17093270	6.21E-05
nan	10.7189/jogh.10.010352	6.21E-05
"COVID-19 Pandemic: from Molecular Biology, Pathogenesis, Detection, and Treatment to Global Societal Impact"	10.1007/s40495-020-00229-2	6.21E-05
Intubation precautions in a pediatric patient with severe COVID-19	10.1016/j.epsc.2020.101495	6.21E-05
Early View Serology characteristics of SARS-CoV-2 infection since exposure and post symptom onset Serology characteristics of SARS-CoV-2 infection since exposure and post symptom onset	10.1183/13993003.00763-2020	6.21E-05
